vulnerō (wound)	vulnerable	invulnerable																																																																																																																																																																											
ūnus (one)	disunite	onion	reunion	reunite	unanimous	unicorn	unification	uniform	union	unionist	unique	unison	unit	unite	unity	universal	universe																																																																																																																																																												
duo (two)	deuce	double	doublet	dozen	dual	dualism	duet	duplicate	duplicity	redouble																																																																																																																																																																			
trēs (three)	tertiary	travail	travel	traveler	treble	trellis	triangle	triangular	tricolor	trident	triennial	trillion	trinity	trio	tripartite	triple	triplicate	triumvirate	trivet	trivial	triviality																																																																																																																																																								
quattuor (four)	foursquare	quadrangle	quadrant	quadratic	quadrilateral	quadruple	quarantine	quarry	quart	quarter	quarterback	quarterly	quartermaster	quartet	squad	squadron	square																																																																																																																																																												
quīnque (five)	quintessence	quintessential																																																																																																																																																																											
sex (six)	semester	siesta	sextillion																																																																																																																																																																										
septem (seven)	September	septuagenarian	Septuagint	septillion																																																																																																																																																																									
octo (eight)	October	octave	octillion	octogenarian	octoped																																																																																																																																																																								
novem (nine)	November	noon																																																																																																																																																																											
decem (ten)	December	decimal	decimate	dicker	dime	dozen																																																																																																																																																																							
centum (one hundred)	cent	centigrade	centimeter	centipede	centurion	century	centennial	bicentennial	percent	percentage																																																																																																																																																																			
mīlle (one thousand)	mil	mile	mileage	milestone	millennium	millimeter	million	millionaire																																																																																																																																																																					
clam (secretly)	clandestine																																																																																																																																																																												
crās (tomorrow)	procrastinate																																																																																																																																																																												
frūstrā (in vain)	frustrate	frustrated																																																																																																																																																																											
iterum (again)	iterate	iteration	reiterate																																																																																																																																																																										
paene (almost)	peninsula																																																																																																																																																																												
ubīque (everywhere)	ubiquitous																																																																																																																																																																												
ā/ab (away from)	abstain																																																																																																																																																																												
ad (to/toward)	addition																																																																																																																																																																												
ante (before)	advance	advancement	advantage	ancient	anterior	antics	antiquarian	antiquated	antique	antiquity	avaunt	disadvantage	disadvantageous	vamp	vanguard	vantage	antecedent																																																																																																																																																												
circum (around)	circumnavigate																																																																																																																																																																												
contrā (against)	contradict	contrary	contrast	counter	country	encounter																																																																																																																																																																							
cum (with)	convocation																																																																																																																																																																												
dē (about/down from)	descend																																																																																																																																																																												
ē/ex (out of/from)	extend																																																																																																																																																																												
extrā (outside of)	extraterrestrial	estrange	external	extraneous	extravagant	extreme	extremist	strange	stranger																																																																																																																																																																				
in (in/into)	invoke																																																																																																																																																																												
inter (between)	interstate																																																																																																																																																																												
intrā (within)	intramural																																																																																																																																																																												
per (through)	perambulate																																																																																																																																																																												
post (after)	postpone																																																																																																																																																																												
prō (for/on behalf of)	provide																																																																																																																																																																												
sine (without)	sinecure																																																																																																																																																																												
sub (under)	submarine																																																																																																																																																																												
super (above)	supersede																																																																																																																																																																												
trāns (across)	transport																																																																																																																																																																												
aeido / αειδω (to sing)	comedy	melody	ode	parody	prosody	psalmody	rhapsody	tragedy																																																																																																																																																																					
ago / αγω (to lead, bring)	demagogue	pedagogue	pedant	pedantic	stratagem	strategic	synagogue																																																																																																																																																																						
agon / αγων (contest, struggle)	agony	antagonist	antagonize																																																																																																																																																																										
algos / αλγος (pain)	analgesic	neuralgia	nostalgia																																																																																																																																																																										
allos / αλλος (another)	allegory	parallel	parallelogram																																																																																																																																																																										
angelos / (messenger)	angel	evangelical	evangelist																																																																																																																																																																										
anthropos / ανθρωπος (man)	anthropoid	anthropologist	anthropology	misanthrope	philanthropist																																																																																																																																																																								
archo / αρχω (to lead, rule, be the first, begin)	anarchy	archaeology	archaic	archangel	archbishop	archipelago	architecture	architrave	archive	archon	hierarchy	monarch	oligarch	patriarch																																																																																																																																																															
aster / αστηρ (star)	asteroid	astrolabe	astrology	astronomy	disaster																																																																																																																																																																								
autos / αυτος (self)	authentic	auto	autobiography	autocracy	autograph	automatic	automobile	autonomy																																																																																																																																																																					
baino / βαινω (to walk, step)	acrobat	basal	base	baseboard	basement	baseball	diabetes																																																																																																																																																																						
ballo / βαλλω (throw)	devil	diabolic	emblem	hyperbole	metabolism	parable	parabola	parlance	parley	parliament	parlor	parole	problem	symbol																																																																																																																																																															
biblos / βιβλος	(book)																																																																																																																																																																												
bios / βιος (life)	amphibian	autobiography	biography	biology	biomass	microbe																																																																																																																																																																							
gamos / γαμος (wedding, marriage)	bigamy	polygamy	monogamous																																																																																																																																																																										
genos / γενος	(race	offspring	kind)																																																																																																																																																																										
ge / γη (earth)	apogee	geography	geology	geometry	geocentric	geomorphic																																																																																																																																																																							
gignosko / γιγνωσκω (to come to know, recognize)	diagnose	physiognomy	prognostic																																																																																																																																																																										
grapho / γραφω (to draw, write, describe)	autograph	bibliography	biography	diagram	engraft	epigram	geography	glamorous	graft	grammar	gramophone	graph	kilogram	orthography	paragraph	photograph	telegram																																																																																																																																																												
demos / δημος (the people)	demagogue	democracy	epidemic																																																																																																																																																																										
didomi / διδωμι (to give)	anecdote	antidote	dose	apodosis	overdose	Pandora																																																																																																																																																																							
dokeo / δοκεω (to think, have an opinion)	dogma	doxology	heterodox	orthodox	paradox																																																																																																																																																																								
heteros / ἑτερος (the other, different)	heterodox	heterogeneous																																																																																																																																																																											
ergon / εργον (work, action)	argon	energy	liturgy	surgeon	synergy	ergonomics																																																																																																																																																																							
echo / εχω (to have, hold)	epoch	eunuch	hectic	scheme	sketch																																																																																																																																																																								
zao / ζαω (live)	zodiac	zoo																																																																																																																																																																											
theomai / θεαομαι (to behold)	amphitheater	theorem	theory																																																																																																																																																																										
theos / θεος (god)	apotheosis	atheist	enthusiasm	pantheon	theology																																																																																																																																																																								
hippos / ἱππος (horse)	hippodrome	hippopotamus																																																																																																																																																																											
histemi / ἱστημι (to stand, to make to stand)	apostasy	ecstasy	rheostat	stadium	static																																																																																																																																																																								
idein / ιδειν (to see)	idea	ideal	idealism	ideology	kaleidoscope																																																																																																																																																																								
kaio / καιω (to kindle, burn)	calm	caustic	cauterize	holocaust	ink																																																																																																																																																																								
kosmos / κοσμος (order, universe, ornament)	cosmetic	cosmic	cosmogony	cosmos	cosmopolitan																																																																																																																																																																								
krateo / κρατεω (to rule, control)	aristocracy	autocrat	bureaucracy	democracy	plutocracy																																																																																																																																																																								
krypto / κρυπτω (to hide)	apocryphal	crypt	grotesque	grotto																																																																																																																																																																									
lambano / λαμβανω (to take, seize, assume)	dilemma	epilepsy	narcolepsy	syllable																																																																																																																																																																									
lego / λεγω (to pick, gather, speak)	anthology	catalogue	dialect	eclogue	lexicon																																																																																																																																																																								
logos / λογος (word, speech, reasoning)	analogy	anthropology	apology	archaeology	dialogue	logic	genealogy	monologue	syllogism																																																																																																																																																																				
micros / μικρος (little, small)	microbe	microcosm	microscope																																																																																																																																																																										
misos / μισος (hatred)	misanthrope	misogamy	misology	misoneism																																																																																																																																																																									
monos / μονος (alone)	minister	monarch	monastery	monk	monocle	monogram	monolith	monopoly	monotone	monoxide	monogamous																																																																																																																																																																		
nomos / νομος (custom, law, principle)	astronomy	autonomy	binominal	economy																																																																																																																																																																									
oikos / (house, household)	diocese	economy	parish	parochial																																																																																																																																																																									
hodos / ὁδος (road, way)	electrode	episode	exodus	method	period	synod																																																																																																																																																																							
homos / ὁμος (one and the same, like)	anomalous	homily	homogeneous																																																																																																																																																																										
οnoma / ονομα (name)	anonymous	antonym	synonym																																																																																																																																																																										
oxys / οξυς (sharp, keen)	dioxide	oxidize	oxygen	peroxide	oxymoron																																																																																																																																																																								
orthos / ορθος (straight, right, correct)	orthodox	orthography																																																																																																																																																																											
pais / παις (child)	encyclopedia	pedagogue	pedant	pedantry	pediatrician	encyclopedia																																																																																																																																																																							
pas / πας (every, entire, all)	panacea	pancreas	panegyric	panoply	panorama	pantheon	pantomime	panhellenism																																																																																																																																																																					
pathos / παθος (feeling)	antipathy	apathy	pathetic	pathos	sympathy																																																																																																																																																																								
petra / πετρα (rock, stone)	parsley	petrify	petroleum																																																																																																																																																																										
phagein / (to eat)	esophagus	sarcophagus																																																																																																																																																																											
sarx / σαρξ (flesh)	sarcasm	sarcophagus																																																																																																																																																																											
skopeo / σκοπεω (behold, examine, inspect, consider)	bishop	Episcopal	horoscope	microscope	sceptic																																																																																																																																																																								
sophos / σοφος (wise)	philosophy	sophist	sophisticated	sophomore																																																																																																																																																																									
strepho / στρεφω (turn about, twist)	apostrophe	catastrophe	strap	strophe																																																																																																																																																																									
teino / τεινω (stretch out, strain)	attune	hypotenuse	intonation	monotony	tendon	tetanus	tune																																																																																																																																																																						
temno / τεμνω (cut, divide)	anatomy	appendectomy	atom	epitome	tome																																																																																																																																																																								
theomai / (to behold)	amphitheater	theorem	theory																																																																																																																																																																										
tithemi / τιθημι (to put, place)	anathema	antithesis	apothecary	epithet	hypothesis	synthetic	theme	thesis	synthesis																																																																																																																																																																				
hydor / ὑδωρ (water)	carbohydrate	dropsy	formaldehyde	hydra	hydrangea	hydrant	hyrdraulic	hydrochloric	hydrogen																																																																																																																																																																				
cheir / χειρ (hand)	surgeon	surgery																																																																																																																																																																											
chronos / χρονος (time)	chronic	chronicle	chronology	crony	synchronize																																																																																																																																																																								
a-, an- (without)	abyss	anarchy	amorphous	atrophy																																																																																																																																																																									
amphi- (around)	amphibious	amphitheater																																																																																																																																																																											
ana- (up, back)	analyze	anatomy																																																																																																																																																																											
anti-, ant- (against)	antipathy	antagonist																																																																																																																																																																											
apo- (from, away from)	apostle	apostrophe																																																																																																																																																																											
cata- (down)	catastrophe	category	cathedral																																																																																																																																																																										
dis-, di- (twice)	disyllabic	diphthong																																																																																																																																																																											
dia- (through)	diagonal	diameter																																																																																																																																																																											
dys- (ill, bad)	dysentery	dyspepsia	dyslexia	dysphasia																																																																																																																																																																									
ec-, ex- (from, out of)	eccentric	exodus																																																																																																																																																																											
en-, em- (in, on)	energy	emphasis																																																																																																																																																																											
epi-, ep- (upon)	epidemic	epoch																																																																																																																																																																											
eu-, ev- (well)	eulogy	evangelist	eugenics	euphoria	euthanasia																																																																																																																																																																								
hemi- (half)	hemisphere																																																																																																																																																																												
hyper- (above, overly)	hyperbole	hypercritical	hyperglycemia	hyperactive																																																																																																																																																																									
hypo- (under)	hypotenuse	hypothesis	hypoglycemia	hypodermic																																																																																																																																																																									
meta- (after, beyond)	metamorphosis	metaphor																																																																																																																																																																											
para-, par- (beside)	paraphrase	parallel																																																																																																																																																																											
peri- (around)	perimeter	periphery																																																																																																																																																																											
syn-, syl-, sym-, sy- (together)	synopsis	syllable	symmetry	system																																																																																																																																																																									
